id,game_id,name,storyline,first_release_date,follow_count,hype_count,critic_rating_value,critic_rating_count,user_rating_value,user_rating_count
249,46604,Inu Dai Suki!,NULL,1997-01-06 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
471,49101,Matthias Sammer Soccer,NULL,1997-02-01 00:00:00.000,NULL,NULL,NULL,NULL,50.0000,0
532,40190,Jan Jan Paradise 2,NULL,1997-02-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
613,43840,FEDA 2: White Surge the Platoon,NULL,1997-05-18 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
649,48983,Game Boy Wars Turbo,NULL,1997-06-24 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
1026,136557,Magic: The Gathering - Armageddon,NULL,1997-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
1111,45076,Jimmy Johnson's VR Football '98,NULL,1997-10-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
2085,2405,Touring Car Champions,NULL,1997-06-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
2238,8184,Temujin,"At the beginning of the 13th century, the Mongolian Empire was united by Genghis Khan, whose real name was Temüjin. At his death, he was buried with some mystical artifacts, one of which supposedly contained a dark and evil power. Time has passed and the tomb has remained undisturbed, until archaeologists recover the artifacts and put them on display at the Stevenson Museum. Slowly the powers of the artifacts begin to reawaken...",1997-10-02 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
2265,144332,Barbie Storymaker,NULL,1997-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
2394,37891,Parlor! Mini 5,NULL,1997-03-28 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
2688,714,Flight Unlimited II,NULL,1997-12-12 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
2804,128641,MemGame,NULL,1997-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
2973,45454,Nissan Presents Over Drivin' GT-R,NULL,1997-01-20 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
3128,3360,Microsoft Flight Simulator 98,NULL,1997-07-14 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL
3137,150173,Super Famicom Wars BS Ban,NULL,1997-04-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
3383,2723,Diddy Kong Racing,Timber the Tiger's parents picked a fine time to go on vacation. When they come back they're going to be faced with an island trashed by the spiteful space bully Wizpig - unless the local animals can do something about it! So join Diddy Kong as he teams up with Timber the Tiger Pipsy the Mouse and Taj the Genie in an epic racing adventure unlike anything you've ever experienced before! This unique game blends adventure and racing like no other game! Roam anywhere you want on the island by car plane or hovercraft! An enormous amount of single-player and multi-player modes! Feel the action when you use the N64 Rumble Pak and save your times on the N64 Controller Pak!,1997-11-21 00:00:00.000,29,NULL,50.0000,1,79.4530,122
3612,19579,Blades of Exile,NULL,1997-12-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
4524,19401,Barbie Magic Fairy Tales: Barbie as Rapunzel,NULL,1997-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
4544,40212,Karian Cross,NULL,1997-05-04 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
4614,151859,Yocchan to Chie Asobi,NULL,1997-12-14 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
4767,37874,Pro Mahjong Tsuwamono,NULL,1997-04-18 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
4866,37873,Pro Yakyuu Nettou Puzzle Stadium,NULL,1997-04-25 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
4931,677,EF2000 v2.0,NULL,1997-08-31 00:00:00.000,1,NULL,83.0000,1,NULL,NULL
5017,108737,Muumit ja Taikurin hattu,NULL,1997-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
5056,72260,Zapitalism,NULL,1997-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
5126,14293,Beambender,NULL,1997-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
5174,38603,Sengeki Striker,NULL,1997-12-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
5471,69879,I-0: Jailbait on Interstate Zero,NULL,1997-09-16 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
5890,129114,Armadillo Racing,NULL,1997-04-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
6213,2309,Animal,NULL,1997-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
6449,43758,Gaia Seed: Project Seed Trap,NULL,1997-01-13 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
6480,45107,Pro Wrestling Sengokuden: Hyper Tag Match,NULL,1997-11-23 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
6534,130271,Noddy: The Magic of Toytown on a CD-ROM,NULL,1997-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
6540,3520,J-League Eleven Beat 1997,NULL,1997-10-24 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
6627,191457,Moon Dragon,NULL,1997-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
7073,131905,Gadget: Past as Future,NULL,1997-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
7504,45121,NHL All-Star Hockey '98,NULL,1997-12-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
7577,44825,Fighting Network Rings,NULL,1997-09-07 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
7766,43825,NCAA Gamebreaker 98,NULL,1997-09-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
8045,800,Myth: The Fallen Lords,"The game begins seventeen years after Balor crossed the Cloudspine, with the forces of Light losing the war badly. They are led by ""The Nine"", a group of avatara, chief amongst whom is Alric. The story is told through the journal entries of a soldier in ""The Legion"", an elite unit in the army. As the game begins, a berserk runs into the camp of The Nine, and gives them an urn. They extract a severed head, which opens its eyes.",1997-11-25 00:00:00.000,2,NULL,NULL,NULL,NULL,NULL
8181,47082,Flying Corps,NULL,1997-10-01 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL
8204,77210,Warcraft II: The Dark Saga,NULL,1997-08-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
8558,79811,X2,NULL,1997-08-21 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
8736,47047,Cricket 97,NULL,1997-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
8796,45927,Golden Oldies 2: Blockbuster and Bughunt,NULL,1997-02-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
9050,45491,Courier Crisis,NULL,1997-11-30 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
9228,45038,Professional Underground League of Pain,NULL,1997-03-28 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
9509,45947,Atlantis: The Last Resort,NULL,1997-02-01 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL
9612,196749,Elancia,NULL,1997-07-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
9614,49060,Taz-Mania 2,NULL,1997-02-01 00:00:00.000,NULL,NULL,NULL,NULL,50.0000,0
9994,136864,Battle Stations,"Strategy is key to all naval combat games. You must anticipate your enemy's every move and sink them before they sink you. BATTLE STATIONS puts you in the admiral's chair of your own naval fleet and it's up to you to win the war. In the Arcade and Campaigns modes you will command patrol boats, subs, destroyers, carriers, battleships, troop transports, cruisers, and mine layers. Lead your fleet to victory and prove that you are the greatest admiral ever.",1997-05-26 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
10063,92100,Kosmopolska,NULL,1997-12-31 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL
10178,123289,Roly-Polys World Tour,NULL,1997-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
10211,123288,Roly-Polys no Nanakorobi Yaoki,NULL,1997-03-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
10389,113464,Sindome,"Set in a dark gritty world in the year 2103, Sindome takes place in Withmore City, a geodesic dome city built in the wastelands of lower California. The face of the earth has been scarred by climate change and many great cities have been submerged due to the rising oceans. Sindome is all about playing a role in the struggle of the haves versus the have-nots. Characters fight for survival, carving out a niche in the underworld for themselves.    From the Sindome website:    The corporations have grown larger than the countries they were once entities of, their wealth and power allowing them to build a refuge away from the chaos that has befallen the globe. Once invested in their failed salvation, a city was born out of their necessity to turn a profit. The blood, sweat and very lives of the first citizens a testament to the inequality that has existed since its birth, the city teems with the overflowing masses of corporate drones and ramshackle destitute. With the law empowering its patrolmen to be judge, jury and executioner, the haves have a distinct advantage over the population that is forbidden from owning fire-arms themselves.",1997-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
10831,191476,The King of Fighters: Heat of Battle,NULL,1997-08-08 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
10923,12014,Chasm: The Rift,NULL,1997-09-30 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
11048,191477,Metal Slug: Super Vehicle-001,NULL,1997-04-04 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
11260,51200,FlightGear,NULL,1997-07-17 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
11409,39472,Virtua Striker 2,NULL,1997-02-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
11506,136849,Fantastic Four,NULL,1997-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
11609,134468,SatellaWalker,NULL,1997-06-29 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
11662,108149,Jun Classic C.C. & Rope Club,NULL,1997-12-18 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
11989,64981,Dino Breeder,NULL,1997-08-22 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
12488,38138,Pachi-Slot Kanzen Kouryaku,NULL,1997-04-07 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
12502,70350,Marshmallow Duel,NULL,1997-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
12820,117024,Animation Hangman,NULL,1997-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
12898,2839,The Simpsons: Virtual Springfield,NULL,1997-12-31 00:00:00.000,2,NULL,NULL,NULL,NULL,NULL
12926,151874,9-gatsu no Yoru ni Tsume Shogi,NULL,1997-08-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
12965,39388,Shuffleshot,NULL,1997-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
13180,11345,Dink Smallwood,NULL,1997-12-31 00:00:00.000,1,NULL,NULL,NULL,66.5789,6
13488,3518,Itoi Shigesato no Bass Tsuri No. 1,NULL,1997-02-21 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
13894,166398,Sotsugyou Vacation,NULL,1997-10-16 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
13980,19428,Armored Core: Project Phantasma,NULL,1997-12-04 00:00:00.000,2,NULL,NULL,NULL,NULL,NULL
13983,47744,Masters '98: Harukanaru Augusta,NULL,1997-12-26 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
14084,2425,Amulets & Armor,NULL,1997-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
14297,79250,Sensible Soccer: European Club Edition,NULL,1997-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
14449,45472,Shutoko Battle '97,NULL,1997-03-28 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
14510,94311,Kotobuki,"The lead characters from C's Ware's hentai games grew tired of constantly being forced to act in pornographic scenes. They joined forces and created an artificial realm called the ""C's Ware Land"". They also swore that no hentai player shall ever use them again for their dubious purposes. However, two characters that never made it to any C's Ware game - the boy Pao and the girl Pino - decided to venture into the dangerous land and defeat the former protagonists.",1997-04-04 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
14552,263,Deer Hunter: Interactive Hunting Experience,NULL,1997-11-13 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
14613,3433,64 Oozumou,NULL,1997-11-28 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
14670,109481,BON BON PARADISE,NULL,1997-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
14748,18250,Bravo Air Race,NULL,1997-07-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
14801,71715,X-Men: The Ravages of Apocalypse,NULL,1997-12-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
14909,61409,Doki Doki Pretty League,NULL,1997-03-28 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
15028,44043,ClayFighter 63 1/3,NULL,1997-11-21 00:00:00.000,NULL,NULL,NULL,NULL,52.0525,12
15650,44815,Hard Blow,NULL,1997-08-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
15770,55144,Medarot Kuwaga Version,NULL,1997-11-28 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
15842,3342,Snowboard Kids,NULL,1997-12-12 00:00:00.000,5,NULL,40.0000,1,70.3298,16
15920,3477,Dual Heroes,NULL,1997-12-05 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
15931,3494,F1 Pole Position 64,NULL,1997-03-28 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
15977,46041,Test Drive: Off-Road,NULL,1997-03-28 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
16461,145381,Trucks,NULL,1997-01-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
16464,75724,Gundam: The Battle Master,NULL,1997-06-20 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
17057,44789,The Master's Fighter,NULL,1997-12-20 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
17078,62714,Ninpen Manmaru,NULL,1997-12-18 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
17216,47083,F/A - 18 Hornet 3.0,NULL,1997-05-30 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
17494,85959,Disney's Ready For Math With Pooh,NULL,1997-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
18035,151899,DoReMi-ya no Original Sound Witch: Power Sound Witch,NULL,1997-09-23 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
18287,71448,Shanghai: Dynasty,NULL,1997-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
19193,7821,Chalvo 55: Super Puzzle Action,NULL,1997-02-21 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
19226,40984,BCStory,NULL,1997-12-06 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
19232,79427,Blue Heat: The Case of the Cover Girl Murders,NULL,1997-09-12 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
19257,39933,XESS - The New Revolution,NULL,1997-06-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
19347,136735,Mahjong Hourouki Classic,NULL,1997-08-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
19439,3535,Mace: The Dark Age,NULL,1997-10-01 00:00:00.000,NULL,NULL,NULL,NULL,79.9217,5
19840,80577,Tengai Makyou: Daiyon no Mokushiroku - The Apocalypse IV,NULL,1997-01-14 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
20101,46933,Ningyo Tsukai 2,NULL,1997-06-30 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
20116,40452,Super World Stadium '97,NULL,1997-06-06 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
20259,66216,The Unsolved,NULL,1997-05-02 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
20396,20261,NBA ShootOut '97,NULL,1997-04-24 00:00:00.000,NULL,NULL,90.0000,1,NULL,NULL
20419,20131,Thunder Truck Rally,NULL,1997-07-01 00:00:00.000,NULL,NULL,70.0000,1,NULL,NULL
20453,62508,Bedlam 2: Absolute Bedlam,NULL,1997-01-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
20651,62982,Karyuu Jyou,NULL,1997-09-25 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
21254,39986,Namco Museum Vol. 5,NULL,1997-02-28 00:00:00.000,1,NULL,83.0000,1,NULL,NULL
21297,129150,Pocket Racer,NULL,1997-03-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
21606,1731,Mega Man Battle & Chase,NULL,1997-03-20 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
22037,72129,Sonic Jam,NULL,1997-06-20 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
22041,126457,Kyodai Mahjongg,"I've always been a Mahjongg Solitaire fan.  I wanted to write my own version, because I couldn't find a game with all the features I dreamed of...  Kyôdai Mahjongg was born on March 1st, 1997. I hope you will like it too!    Kyodai Mahjongg is a great version of the famous Mahjongg Solitaire (or Shanghai) oriental game. The purpose of the game is to remove all the tiles from a board. The tiles must be removed by pairs. They have to be free on their left or right side, otherwise you can't remove them. The rules are simple and the game is extremely addictive!    Features: 2D and 3D mode, several mini-games, hall of fame, high speed, user-friendly interface, tile highlights, many layouts, several great and relaxing oriental music (especially composed for the game), various backgrounds, sound effects, layout editor, shuffle, restart, undo, hints, multi-lingual (at least 27 translations included), and many more... Wow! ;-)",1997-03-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
22319,171234,Mantra II: The Blood of Saric,NULL,1997-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
22537,7955,Tonka Search and Rescue,NULL,1997-10-15 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
22706,69111,Bonkheads,NULL,1997-12-31 00:00:00.000,NULL,1,NULL,NULL,NULL,NULL
22786,113909,Infinite Patience,NULL,1997-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
23125,2401,Jonah Lomu Rugby,NULL,1997-04-18 00:00:00.000,1,NULL,70.0000,2,NULL,NULL
23230,3576,Power League 64,NULL,1997-08-08 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
23433,84212,GT Racing 97,NULL,1997-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
23699,46826,Twinkle,NULL,1997-05-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
24158,134436,Cu-On-Pa BS Ban,NULL,1997-08-02 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
24339,286,Quake II,NULL,1997-12-09 00:00:00.000,338,NULL,NULL,NULL,83.3552,215
24880,119141,Bubble Land,NULL,1997-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
26283,70065,Fathom: The Game of Tiles,NULL,1997-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
26286,71418,Duckman: The Graphic Adventures of a Private Dick,NULL,1997-05-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
26515,64410,Momotaro Dentetsu 7,NULL,1997-12-23 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
26890,21948,Des Blood,NULL,1997-12-26 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
27147,182507,Burger King Orientation CD-i Training,NULL,1997-11-12 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
27157,40978,Dragon World II,NULL,1997-12-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
27227,47677,AeroFighters Assault,NULL,1997-10-30 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL
27342,131994,ZYR,NULL,1997-12-31 00:00:00.000,NULL,1,NULL,NULL,NULL,NULL
27382,66882,Fighting Illusion K-1 Grand Prix Shou,NULL,1997-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
27717,69909,Mortadelo y Filemón: El Sulfato Atómico,NULL,1997-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
27774,46668,D-Xhird,NULL,1997-06-30 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
27846,39521,Real Bout Fatal Fury Special,NULL,1997-01-28 00:00:00.000,NULL,NULL,NULL,NULL,87.9516,15
28266,48978,Jeopardy! Platinum Edition,NULL,1997-01-01 00:00:00.000,NULL,NULL,NULL,NULL,43.0000,0
28455,39818,Beastorizer,NULL,1997-02-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
28578,66221,Saturn Bomberman Fight!!,NULL,1997-12-11 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
28757,20001,City of Lost Children,NULL,1997-03-31 00:00:00.000,2,NULL,50.0000,1,65.3411,5
29063,45411,Blue Breaker: Ken Yorimo Hohoemi o,NULL,1997-11-27 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
29465,150,Star Wars: Jedi Knight - Dark Forces II,NULL,1997-09-30 00:00:00.000,23,NULL,NULL,NULL,83.5363,68
29535,170,Star Wars: X-Wing vs. TIE Fighter,NULL,1997-04-30 00:00:00.000,2,NULL,NULL,NULL,76.0409,16
29567,45463,Princess Crown,NULL,1997-12-11 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
29700,2278,Zombieville,NULL,1997-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
30062,9005,Redneck Deer Huntin',NULL,1997-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
30252,144852,Yellow Brick Road: Harapeko Tsuki To Hoshi Atsume,NULL,1997-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
30282,38144,Pikiinya!,NULL,1997-02-03 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
30315,127320,Crisis in the Aegean Sea (Κρίση στο Αιγαίο),NULL,1997-12-31 00:00:00.000,1,1,NULL,NULL,NULL,NULL
30681,20139,Peak Performance,NULL,1997-12-17 00:00:00.000,NULL,NULL,70.0000,1,NULL,NULL
31609,50252,Get Lost!,NULL,1997-01-19 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
31755,43835,Mad Panic Coaster,NULL,1997-11-20 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
31780,1325,Turok: Battle of the Bionosaurs,NULL,1997-12-01 00:00:00.000,NULL,NULL,NULL,NULL,57.0000,2
32274,20498,beatmania,NULL,1997-12-10 00:00:00.000,NULL,NULL,82.5000,3,NULL,NULL
32398,77152,Domino,NULL,1997-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
32516,129813,Pyrus: Alle Tiders Familiespil,NULL,1997-02-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
32761,92103,Soldnerschild,NULL,1997-09-25 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
32825,19995,Codename: Tenka,NULL,1997-07-01 00:00:00.000,NULL,NULL,70.0000,1,NULL,NULL
33078,97571,DX Jinsei Game II,NULL,1997-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
33210,145423,Mortalus: The Quest for Immortality,NULL,1997-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
33268,18055,Breath of Fire III,NULL,1997-09-11 00:00:00.000,11,NULL,60.0000,1,76.6455,38
33370,63111,Gooka,NULL,1997-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
33478,143676,Odo Odo Oddity,"Odo Odo Oddity is the story of three friends who one day read a book that was prohibited and were transported to a new world, one of them is the main character that must try to find his friends.",1997-03-15 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
33574,75462,The King of Fighters '96 Collection,NULL,1997-02-14 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
33678,66177,Kowloon's Gate,NULL,1997-02-28 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL
33727,41678,Pentaro Odyssey: The Revenge,NULL,1997-11-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
33933,93090,Roland Garros 1997,NULL,1997-12-31 00:00:00.000,NULL,1,NULL,NULL,NULL,NULL
34041,2620,War Diary,NULL,1997-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
34102,102870,Area D,"You are sent to find and rescue a team of missing scientists, who were exploring the Amazon jungle. What you find are deadly dinosaurs and puzzles.",1997-12-31 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL
34218,43828,Mikuzi Shigeru no Yokai Butouden,NULL,1997-05-25 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
34432,86158,Tennis Elbow,NULL,1997-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
34599,40982,Burglar x,NULL,1997-12-05 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
34629,67025,BS Super Mario Collection,NULL,1997-12-28 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
34663,16294,Bushi Seiryuuden: Futari no Yuusha,NULL,1997-01-17 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
34821,62287,Man of War,NULL,1997-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
34881,138998,Dedalus,"Dedalus is an adventure game set on the island of Crete in the days of Minos. Our hero Leopold, an intellectual lover of reading, is in his house immersed in reading when he's suddenly catapulted into a whirlwind that transports him back in time, to be precise on the island of Crete outside the royal palace of Minos. Our hero does not have time to settle in when something immediately arouses his attention - a flood of tears that drives him to advance towards a girl, a princess of royal blood and daughter of the Egyptian Pharaoh Akhenaten. She was taken prisoner by King Minos and will be fed to the terrible monster, but while she is imprisoned in her room intent on talking with our hero, the latter was taken prisoner by the guards of the king who led him to his presence. The king asked what he was doing at the window in front of the young girl, Leopold replied innocently that she was crying and he was trying to comfort her. The king annoyed by the response warns Leopold that his fate is sealed: he is sentenced to death in the maze guarded by the minotaur, his illegitimate son. Only the symbols of destruction, conservation and regeneration will save him from death if he manages to survive. Thrown into the well of the labyrinth, our hero will land in a place of underground caves and trails here and will face his destiny, ie defeat the Minotaur and save the beautiful Anckesenamon. It's no easy task given that the labyrinth is an infinite set of doors and passages, many of which vary in size and different places, inside and outside the maze. Bringing together a monster, Argo, a guardian of the gods with many eyes we'll have to guess the number, otherwise a lethal jolt of energy that leads us to meet the fearsome monster.",1997-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
35113,60103,Sunset Over Savannah,NULL,1997-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
35209,44932,International Superstar Soccer Pro '98,NULL,1997-12-11 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
35593,28978,Civilization II: Multiplayer Gold Edition,NULL,1997-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
